source,target
9610253,9411278
207327,201197
9411350,9307208
203097,9903340
4101,9907499
9703436,9209251
9806205,9407247
9605273,9601389
9903281,9904330
204034,106330
12024,9805442
9703422,9611228
9903203,9703361
9806280,9602417
211410,201170
211104,210283
101033,9811335
11111,9905555
207100,9612437
102315,10348
103060,6247
9901283,9609381
209290,208016
9903270,9403341
9910311,9801306
206093,9707480
9810235,9407339
9812471,9802405
203030,9509353
302140,9707390
9612450,9404201
9909450,9801443
9911272,9803466
9612278,9606345
7170,6135
9907347,9811291
7069,9702376
9907363,9411282
9909227,9411233
9905343,9801443
9606251,9309240
9708202,9204219
212150,9271
9504347,9212285
302111,208251
111120,109034
6235,2108
9909429,9606251
106168,102234
210387,209136
102255,102243
9806350,9510329
9807392,9511263
9904370,9804462
9911390,9304257
9912433,9805244
9505383,9204225
9807484,9302316
9609355,9604403
202120,9910501
9910461,9504260
9807564,9801215
301008,103102
9803281,9501304
106004,9506416
9146,9907489
6354,9802238
6045,9409371
208256,110087
110363,9610296
9706362,9311297
302146,12365
9504310,9403273
107204,9606388
212017,112108
9907296,9905220
211226,9704333
210017,9508277
107053,9210256
2265,9711211
208092,104034
9503226,9304259
9709433,9606399
302169,206288
9801379,9501213
105150,9910491
9809368,9311204
9904320,9808462
9503311,9406204
9610441,9505384
207101,12308
9812497,9701390
112189,9503439
9807365,9312350
206099,3129
9708372,9606322
9608486,9302225
111051,8252
9804462,9709484
9812252,9801324
7220,9806361
112188,9804239
9802355,9801410
110409,9710531
105323,4200
102116,9608317
202058,9607372
9804285,9709485
111294,107151
102180,9308336
9609431,9207245
9905464,9807501
9712335,9701412
9904232,9809406
9412348,9304289
9511208,9408254
112185,9810332
4030,9511261
9811419,9508275
8057,9803389
109197,8298
111362,106240
9510340,9505383
109106,2041
9410301,9212203
205287,9512380
9604314,9602255
201293,1274
9704232,9209292
109264,3058
9801290,9409458
202161,7345
202094,9703464
105183,9410218
9705471,9401219
110346,106295
111177,104110
204124,9910254
109272,106044
9905328,9602404
111189,7166
210236,110158
9911256,9704298
9611436,9603408
9806408,9904248
203244,201125
105299,7142
9510438,9209205
211185,9910256
9906506,9502415
9908326,9803259
6046,9811448
102168,3053
9804443,9305319
209138,9305293
9508291,9404234
9803259,9612261
9909497,9803218
11222,9802439
205287,9602372
210296,205284
206167,9909536
9706260,9701278
9712391,9508250
9707420,9702242
9812436,9509418
9607432,9511397
9609324,9409335
9511409,9312359
210085,9706294
9612334,9612261
9027,9909322
104124,9909427
111151,9503463
9605316,9402292
9903214,9410331
9811401,9608322
9510304,9509279
9702249,9606429
6190,9811291
202077,9403227
9704359,9402204
9903428,9802356
203219,9706482
9605238,9403338
110220,102120
206121,2036
205160,107316
112101,109172
110270,2245
9908286,9810371
202199,106027
105304,9905249
1088,9908395
103288,9208251
301030,101307
9707342,9502313
8087,2024
106315,9323
9911258,9612444
302022,9707223
9903212,9301237
206072,9805346
107054,9502397
204240,9712307
106012,12108
9710307,9608407
9910557,9908311
9804463,9502289
7145,9705366
9701418,9505224
9907547,9611463
302033,11307
9803445,9503213
207218,5108
205233,110215
7226,9904504
9705374,9507216
9910354,9903513
3029,9902449
207336,9604441
101213,10201
207213,9908516
9707249,9507282
9906222,9903390
106301,9703313
102159,9403384
9710512,9207214
9812360,9807386
9711337,9702287
106136,9912525
4129,9908505
207340,101225
206306,9603249
9712520,9403350
9511219,9410365
9706504,9607265
212380,9807565
9906232,9708247
9508242,9504235
5060,9609202
9606393,9506256
110119,9807267
9909334,9610242
9609407,9604392
5318,9807397
9710460,9611425
9705329,9607265
110283,9406372
101301,9208207
9187,9411406
108237,9511362
202269,112329
9406268,9212235
203242,6183
9711232,9408406
105028,9911337
12083,9912212
10011,9806471
9504409,9204211
208245,9406220
9811313,9406363
201253,4173
1152,9809352
9709492,9507453
6124,9708396
9803216,9708449
210412,209269
7220,9312272
9807513,9806344
211253,9309289
9911465,9812282
209367,9606399
208179,9309223
9612446,9609357
206066,2285
9712464,9712376
209328,209140
106082,9402291
111016,110391
107133,9610540
9909423,9805454
102037,9806486
301219,301167
9703258,9505234
9907386,9512380
9503202,9302312
9706238,9602385
9812322,9806340
301133,109064
9902322,9707352
9808458,9410326
7054,6068
1087,9810499
9608421,9403240
9707537,9507378
9907362,9906234
9805374,9612319
9912289,9602259
9911297,9401263
212237,105108
9706316,9510280
9902247,9607400
105236,9704452
4035,9909467
1301,9807454
9901284,9412310
105200,102122
210250,9907338
208216,104110
212179,201048
9910563,9302280
9902287,9407389
9812356,9806540
10065,9907421
9911243,9803391
9910295,9909296
9908387,9709496
205127,101180
212377,9910464
9906400,9903475
9804275,9502338
9502293,9401327
302004,9812387
9101,9301254
9403384,9310311
9705234,9406392
9709243,9702443
3233,9809483
9901342,9408404
9905267,9808493
9308,9306320
9507454,9401202
209021,9512380
11143,7160
211001,12052
9503255,9302224
9706293,9505329
9908260,9802432
8151,9403290
107144,9906273
102005,9907254
9807434,9501324
204062,9408384
9601259,9408254
9911271,9701238
3118,9810235
205109,104117
102325,9205229
110106,9903270
9812462,9608253
203139,9710398
206071,102010
9902304,9705442
2049,9905221
9911323,9705307
110201,9017
9805230,9705221
9706494,9306205
109169,9311274
11306,9705339
209118,201166
204052,6307
207342,204360
9610515,9507437
9255,9907495
111222,9209232
9902368,9810410
6055,5029
302120,205248
208076,111059
8213,9808344
107138,9810409
9905263,9706410
212023,103320
101249,9907460
9706334,9601352
212397,9704274
9908287,9607408
9807280,9509329
9610415,9603384
9510219,9306268
108079,102122
9807358,9606399
9805443,9507372
9804297,9411333
205334,1299
9910347,9905521
103034,9304206
9702217,9604407
301003,211008
109069,9508398
110126,7350
9510356,9502251
101334,9807325
103104,11132
9304267,9206266
9704359,9508202
205319,203137
9904253,9504330
206181,204174
6076,9812282
106155,9807336
110255,9502329
12118,9902443
9287,9508247
110349,9806477
5270,9601338
208062,9711448
10039,9504250
9806456,9703314
204080,103125
111373,9356
9712307,9607446
9308229,9303255
9709448,9409355
212380,109140
207374,108239
9711446,9708443
9046,9812466
209002,201103
111473,9705250
9506411,9305258
9701357,9404280
9802394,9802299
9806370,9602375
211331,9207279
211296,209100
212133,9606399
9708430,9608342
9704260,9603202
6329,9308336
8288,9704452
9404297,9310292
9909238,9905202
9511361,9404357
202062,11396
209015,111305
9508221,9308295
210448,12030
103034,102259
9811334,9803304
11326,9904226
9173,2209
1124,9310363
9912429,9907383
11337,7080
9910320,9810536
9812491,9312243
9712309,9307311
201247,9401241
209126,202093
9910283,9504316
111294,9806293
9507392,9305264
110159,9612433
3058,9909318
9603372,9504373
9809352,9807452
9812244,9809554
108102,107039
9906551,9304204
110221,9808378
10046,9901274
9804282,9508271
9811477,9409225
205206,9606486
206304,9805367
101237,9812513
109078,9511336
110062,9806404
1312,2250
9905394,9504349
9802273,9602419
9807263,9606345
110314,105269
102012,9804363
9410330,9305273
211395,104074
1218,9407211
103338,1215
112036,9410271
109215,104239
106060,9403312
4151,3301
206077,110249
12101,9803315
5249,9504312
9905548,9802440
9904467,9810269
3154,9402253
9707243,9607447
9812457,9810545
104309,9701361
9907227,9801366
9309331,9203223
301023,9903407
110416,12334
111262,9912254
9908476,9403338
103292,9507386
207244,103229
104069,11011
9704448,9603423
9806404,9411431
9706347,9604383
204039,3115
9709483,9507352
10311,5169
9905226,9806344
9912379,9605431
105337,9801297
10194,9903298
107220,2199
9704323,9401254
9703326,9408339
8058,1122
9603384,9603208
9908273,9812355
9908240,9904378
9909332,9506271
9912370,9905409
9911434,9805270
6140,9909318
9609447,9608280
9707283,9703213
11177,9902323
108198,9811428
210428,105087
109259,8159
105311,5122
102212,11190
4188,9906447
203219,9612464
9125,9611397
211259,9806402
9701390,9503411
212150,9703330
101103,9306298
207232,9812296
9902277,9606380
9912361,9907567
103042,9703367
9607250,9310320
2186,9311214
9411396,9312324
107154,102122
9611206,9405240
101336,9512252
9603373,9511404
102199,102122
9904380,9811353
9903261,9812360
1159,9709442
9806401,9611455
9610331,9404270
111215,9808272
204299,9310208
107097,7213
9907381,9703266
9704245,9703277
9909497,9712368
9807505,9610325
9912491,9812360
9710439,9206246
7148,9907211
9405293,9306212
9912285,9505373
9907213,9411426
9610340,9507261
9910466,9909218
9509418,9312226
4196,9803445
210037,9912225
9411267,9409212
210206,4173
201134,9811448
9801201,9712512
9610461,9304225
9806303,9502309
9905251,9412219
9903274,9206266
9611228,9408299
201046,6266
9910243,9306224
207030,9211258
112160,204314
9812418,9703240
106008,103102
112190,9810442
104044,9707223
205005,9802253
9902297,9507453
8276,9807353
9806471,9708356
9710353,9706298
106204,9910275
7280,9903245
212085,105173
9908298,9307364
9905570,9711236
9907517,9209268
9804446,9707402
9712343,9710273
105078,9709356
109073,9906375
9803237,9708335
9808305,9702277
9505431,9405392
9507393,9406372
103211,9707251
9812269,9810227
9186,9805303
9911426,9209205
9712499,9703312
9503320,9405398
9812432,9802299
9906415,9802308
9910461,9812501
9901216,9503290
101248,9405218
11312,9604441
9806283,9609384
204225,9806308
7266,9810232
212406,11094
109239,9904207
9908251,9809470
101080,9712251
9806361,9309246
212154,203009
9905349,9807522
9903453,9707521
9603370,9403307
10106,9502275
110150,12013
9707412,9704336
9506319,9205234
9908371,9806501
201081,104034
9908513,9605273
206114,101032
9801225,9312324
102052,9703351
9606469,9404283
1260,9902294
9704233,9512234
207118,9605431
3089,9811337
5025,9608401
9812298,9709301
9801456,9603237
112043,6277
9507342,9406334
3108,9807251
9802217,9706501
109267,11250
11287,9908288
9406242,9203211
107040,106315
209059,206162
107144,9904278
9910223,9509296
9903346,9706267
206070,7335
4111,9711227
9802235,9603372
9802264,9605323
208112,9603404
11097,9804398
9507222,9311332
207288,9906206
9909419,9810509
9705262,9504326
201095,9909246
104097,4021
101336,9308349
9803290,9608224
9909386,9609331
9812235,9808396
9509293,9308214
11256,9606345
209290,9712372
9708380,9610345
11370,9808299
9812419,9209231
12252,9801426
9905310,9803445
9702323,9401219
9708448,9311247
4049,9909501
9804225,9507378
9512401,9407389
9809568,9512404
3033,9408313
104141,102238
9804227,9711287
9810542,9801276
108018,102288
210413,9502300
9905441,9604320
9902451,9806305
3232,3180
6288,9710450
209221,9707264
9806289,9503203
1062,9906291
9807470,9603289
2150,9612232
9512220,9207257
10058,9906374
9603433,9403362
101178,9811387
210169,109072
108082,103182
9809506,9312296
101035,9607372
102237,12058
212068,9707510
9909555,9811428
9911463,9708489
9902202,9801238
207148,10080
206077,203209
201095,9706258
4241,1107
210291,9612433
211206,207004
9808419,9709473
9810418,9403368
9901229,9802290
104251,9801272
104117,9611433
201071,6295
10354,9905221
9907378,9510377
204310,9808216
302034,212127
9707484,9405322
9710551,9410406
6137,9505209
207242,9803460
208042,201127
9904376,9510304
1303,9907540
110275,9905415
11248,9808224
211336,9812322
10105,8324
6319,9803415
211252,206310
11006,9601337
9910278,9906319
103348,9809453
9909490,9408319
9901246,9602378
9507462,9207279
9506477,9405234
11183,9707521
203079,9406375
108236,105025
9805399,9210242
9903369,9204204
7256,9812396
302075,7176
9908409,9905428
9801254,9602203
103008,9033
11125,6146
3057,9905472
9807475,9503439
205111,9605296
3131,9208248
9909539,9408354
10106,9811457
9805211,9704452
109001,4004
9709511,9507378
106037,9811253
9804225,9704439
9808248,9508347
9606254,9603366
9801250,9707511
9907296,9905426
3004,9706373
202101,3187
9907264,9802448
4078,9906293
108056,9209232
9708255,9608480
2034,9609436
9710519,9408217
206077,9812426
9901319,9507414
9279,9407339
9608389,9607214
9810390,9509375
9910211,9310332
101099,9706377
8315,7345
9804230,9703214
6280,2171
9606276,9304225
102082,9501281
9502258,9401303
9905455,9410329
9812303,9304312
6266,9909228
205071,9606383
10262,9310316
9703212,9603388
2209,9902419
9409260,9304281
212150,12353
107204,106207
9409456,9311376
3076,9403314
212242,9712201
9805222,9604202
9811465,9703359
9807393,9705292
302262,9703290
108267,9410283
9901362,9406369
9811212,9405236
9801399,9711477
11260,9805334
9285,9607457
9511444,9309293
1211,9810509
9910286,9906469
102098,9508321
9812320,9409375
9812252,9805208
9602376,9306320
9912234,9910537
111027,9910277
9507258,9403233
211434,201195
110409,9903358
9212284,9206242
9406220,9403253
208053,9510408
9907284,9610244
111027,102290
104236,9905504
9905412,9707482
9405313,9307301
212274,207228
9609352,9308262
9912349,9906475
111078,9904425
9907496,9902371
9711303,9304276
201250,9906375
9812219,9410266
8260,9709499
9901296,9806473
9710401,9206266
9801271,9303270
106067,2216
9702289,9408332
9804294,9506374
9406320,9211248
10325,9511288
9704297,9610212
9810433,9804461
9909479,9909391
204343,9801430
9912317,9509410
5019,9512348
9503262,9207214
101300,9604441
1105,9602373
301255,9605221
4210,9406224
5025,9607291
9811386,9808275
101328,9903305
211352,9906419
9401325,9308336
207062,111078
9912411,9508373
103095,9812472
9802289,9703290
9901243,9809554
9807520,9612396
9806376,9506416
9910491,9810514
12019,9911454
1021,9812449
104271,9707208
201044,9702443
210342,6076
207370,9178
9909485,9812387
301253,9809266
9902368,9810280
9710473,9609463
3251,9808272
12203,9904248
9703435,9701231
4020,9808293
207108,5011
9708332,9604380
205068,112247
6309,9612409
211159,202124
2242,9909207
106024,9703208
9904388,9402219
9602253,9506254
2103,9609460
9806322,9603271
111062,9906526
9906400,9811291
9501381,9409416
9311294,9311294
111324,9607310
9710475,9702373
205176,9705261
9904373,9803313
108040,103271
9706508,9503489
110107,108175
209294,112246
9602362,9310316
8203,9811379
206067,111255
9602379,9507354
9809359,9802343
9802258,9510350
9804453,9606260
9602250,9506393
105222,9802374
208049,4106
9907555,9904448
302171,9907570
9810232,9707275
101169,9328
3018,9905256
204316,9812455
109183,106258
9801391,9411233
208229,9706530
9804309,9510393
212104,9703377
9908251,9809292
9711226,9709436
9907381,9407241
211295,9803250
205342,12109
2168,1101
212304,9405259
9510271,9305275
112060,9807216
105244,9505418
9608217,9209205
9803351,9605330
3275,9809520
9912330,9404280
301074,9810424
9810500,9308292
112081,9403226
9710240,9406373
9907458,9904465
8089,9707500
204250,7223
1073,9707249
9705244,9502335
212116,108199
206148,4028
9407323,9302223
5027,9308333
12230,9912540
9906395,9903229
9504239,9308335
208014,9812320
9411248,9312272
212161,106162
9801452,9207234
9710410,9302232
204009,9509331
9311237,9305225
4124,9803466
206254,110404
9811498,9312232
9512317,9401258
101276,9911321
9706322,9303284
109034,9909229
103008,9904283
3142,9512300
9511206,9410400
9609380,9306320
210022,7051
209175,102010
9812230,9705442
9905473,9705260
9911422,9901362
108227,103063
9510305,9409434
9708205,9703337
207350,108193
106002,104190
9705445,9602374
6189,9408233
1293,9608365
9711339,9306235
102104,9311353
110126,9604387
9502377,9307247
4050,9507453
9505379,9405241
9809507,9701277
9911459,9910420
9802422,9611204
11333,7034
9807337,9511422
204085,4136
9805407,9609487
9907392,9501307
4207,9909574
205166,103046
301082,9206205
9705208,9506350
9905230,9802290
202277,201005
9910352,9602271
9610237,9405329
5231,9405233
209306,108037
9911215,9605342
6060,9407339
9907214,9707335
208230,9903299
9610513,9412201
9812219,9712368
202122,112158
9906209,9712249
2242,9807310
9801252,9709379
111080,9904267
203080,9911293
9708452,9410404
112183,9503214
9905548,9806467
9806368,9501307
210169,103163
9911447,9801453
108155,9904408
9904286,9510373
105014,102331
9909368,9702443
9804429,9407247
203186,10325
210314,201121
9406401,9206202
207042,11393
301256,9404207
1133,9411426
8155,2108
102076,2064
106354,4004
12040,9408406
9810257,9705307
209014,9808493
207344,9807282
207196,111427
110376,9403208
9706508,9409263
9909270,9604353
201203,104229
204225,9909476
203213,101070
9901329,9511314
102140,9901362
9805338,9711371
210142,9709399
9706548,9508349
107319,2300
9610518,9209271
9511361,9401308
9609462,9406245
210221,104049
9707529,9307247
9812269,9712372
204108,106166
301172,9912516
9807308,9604387
103050,9608321
2134,2066
301068,9808299
9903275,9512380
106037,9803497
9711510,9608433
205248,9602234
209059,9906525
202001,9611363
103117,9603312
2127,9504313
9904279,9804310
9906307,9808232
9608233,9310320
9903489,9709379
9903518,9603448
9912484,9807443
9905535,9503290
9802271,9308292
112341,104193
206195,110215
9811312,9212278
110242,9907447
9810211,9704366
9410282,9311367
7006,9710368
212209,12080
9807560,9709322
104178,9605317
102315,9810479
9812358,9306320
209244,110395
109194,9605359
209077,204332
9801443,9705292
7232,9309211
9509273,9503214
9803247,9705235
101336,9604330
9804349,9504242
9709244,9303270
202120,101201
208015,9812287
3013,2282
301267,9612457
9812360,9502263
202224,9611313
104273,9811323
11321,9604328
108201,9703429
3159,9707430
212097,9802439
103171,9151
9811297,9610311
212150,207010
12259,9905415
9612466,9607209
207042,9907238
9409301,9308324
102224,11314
101208,9701257
9810221,9710450
9502264,9205213
9904305,9302233
9809596,9808355
9611306,9504230
9903440,9606399
103008,9802391
3323,9604283
111212,103088
11261,9802242
5163,9406300
210027,9308246
203034,6041
12090,2183
6132,9903456
6230,9710364
207287,9608203
9512367,9510402
1301,9604440
9907435,9810501
102094,9811356
109069,9802357
9811517,9207227
9912338,9512336
11122,9803250
5057,9806396
202048,111138
9405328,9302250
4183,9801421
12030,8308
11283,3262
9909390,9801368
204085,109110
201043,9510357
9801231,9501297
9903436,9903282
101033,9408404
9610275,9508204
9505340,9403257
9805380,9801252
207137,101151
205257,201233
9903292,9806219
212275,103271
110258,9909477
9306279,9204225
9810433,9712351
204201,9807486
206237,9901431
108176,9909326
9805419,9808324
9711224,9610433
9605216,9603279
210141,9704320
9307283,9206230
9911321,9610485
9711255,9509249
9707287,9511343
204240,9501361
9811390,9712537
7313,9303270
209083,106139
212212,12203
9911213,9903414
9611416,9505259
111235,101089
108043,9801368
9910365,9808293
207036,9504364
9505236,9407234
9509385,9210229
206248,102113
9912233,9209205
106102,9410384
101260,9406363
9901409,9812434
9604289,9405236
7340,9511210
209369,9605298
109180,9912396
206115,3142
9802264,9706297
9603391,9306267
202081,109287
9511334,9407404
4098,9908443
9903455,9804319
105238,9712419
9812399,9609502
9810360,9810297
11026,9805500
108250,104258
9807256,9501281
3084,9507462
112152,9502298
9903418,9605432
103011,9408245
103096,6040
9807265,9706554
111157,101205
9609256,9503222
9607351,9307262
204079,12039
9603348,9401285
9508249,9403239
1335,9905311
9901221,9812201
301223,9912542
2286,9809401
9603218,9501232
6014,5321
5080,9408224
9902451,9901315
9410285,9303202
9607389,9304225
9808448,9605398
8125,9907473
3300,9911413
208179,204253
9804258,9709275
9601295,9512425
9702370,9311332
301023,2238
9807533,9710243
109112,9906457
204246,9404243
9802287,9411274
9907270,9805241
111215,9811495
107224,9712517
9712495,9711444
9411296,9402360
8135,9911512
210205,210034
101073,9509380
203154,109242
1296,9411366
9410285,9211310
9908299,9811350
9911406,9906513
9904444,9211266
107216,9812233
9802401,9308288
9902398,9601205
7227,9712291
9711399,9702305
301109,111315
211111,8056
110344,9703389
205111,9903363
9807246,9609434
104146,102315
9708487,9403351
9506443,9407395
103109,11074
9607462,9506356
101309,9810216
12040,9901299
202086,112359
9907570,9812258
101031,12283
7008,2049
111250,110076
8118,9711463
9011,9911225
9706477,9606422
208097,201231
9707270,9401342
204336,9904291
203171,9409428
9509344,9409295
104219,9812404
9407407,9204229
9807571,9612464
9805331,9306320
9810507,9707224
9702389,9505419
205269,203006
9801425,9504413
9801265,9303234
9808408,9701357
108194,10221
205070,110187
9810500,9801416
210082,9903282
6300,9806484
9507444,9405396
204323,106184
12213,9905221
10006,8125
104152,9904383
111262,5189
9909567,9903417
9612361,9401219
9609486,9605238
9712474,9504330
204051,202086
9703247,9507418
205201,204079
1124,9807235
302155,9508321
12272,10092
9905343,9702443
9711512,9710494
9708276,9508245
9605375,9602208
105281,6078
103164,9806462
9705411,9210260
7050,9803350
9909379,9903307
9906431,9811350
9802292,9707395
9605296,9501407
9907347,9809582
101246,11305
9409393,9207266
9606480,9510289
9710237,9303263
9911532,9804218
9707515,9609445
9905295,9904220
9508308,9304208
9298,9705217
9806523,9610293
202058,9808265
109188,9410280
105265,8276
9210235,9206203
12225,102071
9909389,9811356
6140,9907432
9902270,9602234
112113,103280
9906266,9811337
101348,9802290
9607422,9511430
10227,9707264
302093,111224
9905365,9601302
111080,9302210
205050,9808324
9911323,9706235
209009,204069
202139,9901357
8108,9807405
9606245,9409437
207194,9312349
9810407,9706501
208166,9222
202203,3273
205255,104253
108207,9803315
9906422,9305279
6307,9805445
9610416,9603212
210268,106315
9708201,9306309
9812449,9706420
9403384,9302210
9801274,9410265
9909255,9905487
203258,9610274
8192,9911293
9905319,9803364
104124,9802350
9412249,9305206
209239,9812358
9709492,9308325
9912481,9605323
110193,9904370
211033,9910205
9912462,9508393
111269,9904281
9802229,9311353
9802312,9709401
9802233,9708251
9908483,9504285
9702223,9310261
106085,9905536
9702429,9611423
209191,8255
9812360,9710491
9501365,9207234
9905513,9506451
102218,9412322
9804350,9502300
9902463,9503474
9909265,9609307
9403407,9312311
9706434,9207279
203200,9905576
108013,9903509
103042,9804209
4043,9409301
107186,9605273
108096,108103
210169,9912447
9508247,9406372
2194,9404218
107117,9410242
9803454,9606230
211287,12232
9812452,9712244
9707497,9312272
206220,104124
202247,3058
3167,9405272
9506223,9210245
9909472,9606381
9902239,9512380
204064,9711395
9404215,9306260
102075,9909563
9911321,9507378
12043,7008
208134,9811279
8146,9711453
112201,9301236
9706265,9609380
6353,9710247
207169,9506432
212199,106295
9811348,9806356
103011,6233
108250,102122
101082,9801392
3033,9511337
9712432,9610508
2106,9812377
9901449,9806518
102061,6250
102115,10169
101106,9502401
201071,9711215
9611460,9602246
9801410,9408265
5025,9903436
9904373,9502298
105183,9809573
106098,105239
9803270,9411206
9508295,9406205
9209213,9310316
211052,111267
9902438,9607236
206061,9804393
209306,207277
210032,204150
9808312,9802294
9807559,9504233
205026,9911496
5145,9802315
9505379,9405407
10348,9802314
7159,9408276
9805252,9804255
9909296,9804403
103259,9807421
9802445,9411366
1322,9506430
12031,9511250
9810394,9702299
102266,9403230
301082,3188
9805209,9701423
9710359,9302210
104063,9509277
9703276,9502336
9606251,9212278
301243,9912388
6141,2100
104115,9504324
9804443,9310257
9302201,9206242
9911202,9910291
9807411,9402266
301007,105022
2066,9312212
9610492,9605336
204099,9307285
302176,206307
9809564,9701226
9602206,9508293
105205,9604383
9908530,9907447
9711250,9707338
9812406,9206201
9910320,9801276
105126,9502312
109054,9712222
9703220,9607462
9812261,9703406
9910290,9802273
9701354,9308257
9904249,9412367
207059,9905221
12314,9908485
9803480,9504234
109054,9407339
9706439,9503375
9909228,9810532
201227,9909255
9806475,9707326
9512265,9404201
9911523,9509348
5258,2171
9507444,9301218
9902474,9412225
112206,9903503
9803480,9602424
9906389,9906259
6002,9408213
9905576,9806494
203031,7006
9908398,9503296
9911258,9906478
10101,9809318
109266,10289
1200,9509230
204031,9908309
9709270,9501214
9901345,9303230
9409410,9401314
9411383,9406397
210198,104126
211064,106189
9706201,9611248
9601243,9412367
9908281,9608434
110049,9808412
208163,9909469
6230,9701390
9811237,9703450
209210,9605225
9605221,9508272
104317,9408384
105142,9804376
104316,4171
9711508,9509353
206072,9904267
210445,104267
9810360,9207234
204139,9812258
107193,9601302
108078,9903268
2221,2053
4008,9910223
9503255,9410342
12205,9503445
9911528,9804363
203264,9501357
110325,9306230
205165,9907445
210251,110183
201287,9709289
9904408,9504333
209306,9812472
9801259,9701325
9807347,9706540
9611255,9604233
101236,8102
9707251,9706261
9809239,9709292
9803388,9703251
9903218,9901351
211163,9403259
9605438,9511208
111106,9502385
9606405,9207214
9801446,9610449
10161,9908334
9704307,9612468
9157,9710204
4039,9804351
103075,7100
209019,11375
9902345,9706420
110364,9911385
107276,9608276
9610222,9606207
201253,6001
9801272,9708393
203151,9808214
9709301,9612396
9808409,9602424
9909245,9502335
105056,9802241
9504322,9307208
9505328,9308284
211365,205174
103224,9704224
9904480,9612269
9710451,9209232
111347,9901358
201190,102334
210095,109252
9812345,9810361
104269,9802350
101006,9703423
9905567,9812523
9711202,9304248
1096,9907350
9409408,9405226
9902395,9505369
102324,9908443
9807244,9306309
9803210,9409380
9909266,9308309
9510263,9501270
11036,9612383
107247,9812532
301060,9334
9290,9402241
9610462,9602208
10336,8184
202200,9702276
211165,9512380
9908340,9804253
206102,111058
104134,9215
204100,10086
9709491,9504327
9907239,9601369
212404,204211
2003,9610451
9281,9806358
201056,105239
9607222,9506452
203051,106247
9809497,9607285
7112,9707291
106050,9608449
9707473,9502227
9801322,9602287
212318,9908214
9810259,9403274
7116,9906417
9902371,9401219
9706554,9701286
9608391,9602246
202233,9704448
9901443,9901299
9609235,9212246
302105,102047
9286,9906316
9608470,9606427
108176,9603379
9710488,9707313
9611388,9306320
9908442,9409437
3100,9912355
103052,9805262
204171,105087
111097,9803462
12362,6160
9712427,9502260
9707505,9409372
9510219,9408384
9322,9604347
9810387,9311214
9703287,9503401
107094,9408333
10223,9804290
202254,9903427
4064,9506380
5275,9703424
9908518,9503303
4188,9905222
9902230,9409380
211274,9808293
9808250,9703202
9712500,9704210
9911256,9212246
9810435,9605413
10212,9903515
7064,9207245
9506467,9506206
9609386,9407292
9703214,9605250
104127,6077
6002,9802299
9712219,9703299
9227,9401291
104217,9810394
9608394,9404228
201174,9409371
9705444,9602299
9808275,9507282
106029,9810442
9712322,9307317
9910279,9712349
9909434,9702376
9605348,9409405
208258,9307241
9802277,9603434
9908286,9903474
9611448,9412201
210183,9905312
9907522,9906356
9908373,9902308
10299,9302316
9506451,9401354
9406435,9209230
9808419,9503436
9812447,9811479
207296,9901331
206207,9904297
9503479,9211286
9807447,9606354
5243,9601302
105052,9707333
4181,9306314
9601249,9406339
9904290,9402248
109187,9910406
204086,2285
9510299,9204211
9907424,9905210
208035,102037
9710526,9703209
9707347,9701389
9812392,9711262
6222,9508343
9905555,9412348
7276,9410404
2212,9811350
9512334,9307291
212042,109056
107171,9907506
102151,7099
107135,9605207
9501388,9305278
5297,9709406
3309,9907428
101347,9908258
9604239,9308208
104098,9802218
206263,9910540
11027,9406383
9904237,9811285
9907478,9906450
203195,9507453
103032,9911289
207009,9803315
9710302,9609325
206277,103306
9612237,9407394
204243,9803315
9709383,9612426
9606436,9507323
9908431,9906225
12005,9407347
108239,9909362
205276,9612425
9505427,9402206
10079,6014
12216,9709382
9608426,9407359
110332,9803366
111255,107173
8235,9509268
2165,1102
302049,207010
106057,9805335
9611406,9501281
107250,9807344
208130,9102
9501378,9212285
9904239,9511228
9804327,9602322
207226,3042
9501265,9303284
9608329,9503478
11388,8004
109287,1031
208094,9804357
301150,202115
101334,9904279
7018,9810479
9608444,9508292
9604269,9502261
1175,9803304
106125,9902283
9910543,9312210
107195,9810516
7154,9812360
9710463,9509313
9908205,9902263
109027,105091
205085,203008
9805345,9505422
9707451,9703317
9606414,9503479
9807423,9303309
9708415,9508373
9710560,9512404
210136,108264
209046,110238
9701304,9309257
205038,9609276
9407273,9309293
9906431,9903475
9712426,9602415
9610267,9608213
209244,9907510
106085,3251
102052,9912435
11355,9903447
9601233,9409326
9611461,9212235
9911317,9610540
9804416,9712237
9909429,9905536
9807405,9605330
9711326,9604442
107231,9712290
204189,202030
111093,9903358
211324,104154
112103,9909254
2089,9608361
9278,9901250
108141,9806266
4217,7218
209309,208177
9904474,9605413
8085,9508288
108054,9504326
9317,9704375
9812504,9603337
9904310,9802334
9812502,9805258
9504431,9312323
101046,9609444
111461,104058
10007,9706265
9908347,9803315
106236,9908227
6271,9406339
9807525,9607433
204062,9707537
205191,6015
202278,9405332
9604339,9503445
107298,9804421
9807278,9707330
106054,9805219
203241,5003
9909365,9406383
5223,9603337
9411374,9303225
9905486,9904435
202213,6150
211069,8255
302265,9812282
9801277,9603360
9604420,9604321
9905437,9811472
207106,202018
1119,9912376
106055,9709259
9703281,9611454
9707386,9607487
212318,9806336
9609265,9501222
9707348,9507259
9905202,9404334
